string,betweenness,degree,eigen,reach,npaths,normBetwn,normDegree,normEigen,normReach,normPaths,betweenness_pval,degree_pval,eigen_pval,reach_pval,npaths_pval,source,symbol,netPropOrigin
9606.ENSP00000322419,0,21,0.800334343990956,0.126785714285714,28,0,6.07042253521127,127.623325769033,5.17365954637007,5.40196956132498,0.00899100899100899,0.00599400599400599,0.020979020979021,0.002997002997003,0.014985014985015,ppi,RPLP2,protein_model
9606.ENSP00000362361,15,6,0.0240651220272005,0.103571428571429,20,6.20260237886165,2.96,3.56854974921574,6.05483282198351,5.4014598540146,0.0719280719280719,0.100899100899101,0.215784215784216,0.028971028971029,0.0809190809190809,inpath,CDK9,methyl_model
9606.ENSP00000306682,0,3,0.0159244290350804,0.0589285714285714,28,0,1.21967213114754,1.55899355609056,2.50495867005494,5.09838472834068,0.014985014985015,0.00699300699300699,0.043956043956044,0.000999000999000999,0.000999000999000999,crispr,PPM1D,methyl_model
9606.ENSP00000229416,0,2,0.0163412706264659,0.0321428571428571,30,0,0.534752661239825,1.13955036034601,0.92407051347595,5.09546539379475,0.016983016983017,0.000999000999000999,0.026973026973027,0.000999000999000999,0.000999000999000999,crispr,GCLC,
9606.ENSP00000300935,11.5,8,0.0123617160092566,0.05,22,13.2096774193549,3.12,2.94338020553939,2.86894710638129,4.82022471910112,0.373626373626374,0.148851148851149,0.311688311688312,0.277722277722278,0.230769230769231,inpath,RAB8A,protein_model
9606.ENSP00000268483,0,4,0.0289932928930936,0.0410714285714286,17,0,1.62647754137116,13.6306678048379,3.27355254676683,4.7699836867863,0.002997002997003,0.00599400599400599,0.042957042957043,0.002997002997003,0.001998001998002,crispr,TXNL4B,
9606.ENSP00000215980,13,2,0.000115761949287284,0.0125,20,42.939393939394,0.631884057971015,0.0591076806483797,0.770924850442192,4.56066945606695,0.013986013986014,0.002997002997003,0.135864135864136,0.010989010989011,0.00899100899100899,inpath,CENPM,rna_model
9606.ENSP00000363944,0,3,0.0353180026132316,0.0642857142857143,30,0,1.09776536312849,0.820998263553933,2.78142442071953,4.32343234323432,0.027972027972028,0.003996003996004,0.037962037962038,0.013986013986014,0.000999000999000999,crispr,LAS1L,
9606.ENSP00000444596,26.5,5,0.0478169764820177,0.0607142857142857,44,2.1575324127188,0.901885761136923,2.05827301558979,1.19471059138415,4.32271509377791,0.0609390609390609,0.0529470529470529,0.194805194805195,0.025974025974026,0.024975024975025,inpath,PAM,snp_model
9606.ENSP00000343957,0,4,0.0412123730526106,0.0428571428571429,15,0,2.56969696969697,7.79023974732388,4.3451243015873,4.28571428571429,0.014985014985015,0.00799200799200799,0.0809190809190809,0.002997002997003,0.004995004995005,crispr,IFNAR2,methyl_model
9606.ENSP00000359531,0,8,0.0230534891082829,0.075,24,0,2.43293492695883,1.72562160747729,2.62494890506957,4.1447963800905,0.166833166833167,0.003996003996004,0.056943056943057,0.000999000999000999,0.00999000999000999,crispr,GTF2B,
9606.ENSP00000313007,10.8333333333333,8,0.11297711128953,0.139285714285714,26,1.41601961585615,2.34666666666667,8.90322048444907,4.83720232865719,4.11510791366907,0.0789210789210789,0.0689310689310689,0.0969030969030969,0.000999000999000999,0.023976023976024,crispr,PABPC1,protein_model
9606.ENSP00000294008,0,3,0.00387125575186357,0.0375,15,0,1.26395939086294,0.433840927749265,2.66254887388094,4.10891089108911,0.0799200799200799,0.022977022977023,0.0769230769230769,0.003996003996004,0.003996003996004,crispr,SLX4,
9606.ENSP00000222005,0,12,0.0510193980987298,0.133928571428571,28,0,2.51248559354591,1.77535434459794,3.03760922956732,4.06283280085197,0.312687312687313,0.016983016983017,0.0909090909090909,0.004995004995005,0.045954045954046,ppi,CDC37,
9606.ENSP00000479488,22,7,0.0439084375759084,0.110714285714286,16,6.51128800730784,2.47058823529412,9.79052939242246,6.2644677194617,3.82865583456425,0.0649350649350649,0.0709290709290709,0.196803196803197,0.0799200799200799,0.112887112887113,inpath,PHB,protein_model
9606.ENSP00000273047,0,7,0.0359397619788814,0.0928571428571429,14,0,4.83823529411765,28.8131888332341,15.2473335897933,3.79250720461095,0.462537462537463,0.054945054945055,0.045954045954046,0.025974025974026,0.0799200799200799,ppi,RAB5A,protein_model
9606.ENSP00000254730,0,4,0.0545690127827457,0.0428571428571429,18,0,2.95424836601307,2.56836301106435,2.67067040118046,3.7877094972067,0.004995004995005,0.00599400599400599,0.04995004995005,0.003996003996004,0.001998001998002,crispr,EEFSEC,methyl_model
9606.ENSP00000387262,20,5,0.00294896303294307,0.0321428571428571,28,3.58995765996779,1.12565445026178,0.0469119614627425,0.632204737877823,3.74883238194084,0.00599400599400599,0.051948051948052,0.151848151848152,0.058941058941059,0.001998001998002,inpath,IMMT,protein_model
9606.ENSP00000343535,8,6,0.00795158165015546,0.05,20,1.83362100686328,1.66546112115732,0.547813725765867,1.82754237101862,3.74847374847375,0.176823176823177,0.114885114885115,0.347652347652348,0.236763236763237,0.100899100899101,crispr,USP7,
9606.ENSP00000362041,0,1,0.0187719992217655,0.0267857142857143,14,0,0.295673076923077,4.84553953783645,1.48129589909533,3.58004158004158,0.000999000999000999,0.002997002997003,0.050949050949051,0.00599400599400599,0.000999000999000999,crispr,DNAJC9,
9606.ENSP00000341826,0,18,0.096158653966864,0.175,30,0,3.48341232227488,6.78395358617144,4.62907133872826,3.54644149577805,0.42957042957043,0.003996003996004,0.0559440559440559,0.000999000999000999,0.010989010989011,ppi,HNRNPA1,protein_model
9606.ENSP00000368970,6,5,0.00527062720324332,0.0339285714285714,14,0.929360660039066,2.0840197693575,1.65776727791186,2.46359099519223,3.49654491609082,0.045954045954046,0.04995004995005,0.17982017982018,0.12987012987013,0.0669330669330669,crispr,UFM1,
9606.ENSP00000341885,8.66666666666667,12,0.587803767725379,0.167857142857143,15,2.41690663747353,4.28681177976953,196.484954844518,11.385639154417,3.43878389482334,0.0979020979020979,0.0679320679320679,0.0999000999000999,0.00999000999000999,0.137862137862138,crispr,RPS2,protein_model
9606.ENSP00000351338,13,2,0.00236669977205481,0.0178571428571429,16,4.24390476039403,0.733532934131737,0.667177091908541,1.0789926855275,3.41463414634146,0.0959040959040959,0.101898101898102,0.194805194805195,0.250749250749251,0.045954045954046,inpath,PLXNB1,rna_model
9606.ENSP00000264033,0,14,0.00828854949800051,0.0857142857142857,21,0,3.9601593625498,0.817977001629619,3.08234749259696,3.36568848758465,0.873126873126873,0.058941058941059,0.719280719280719,0.35964035964036,0.444555444555445,ppi,CBL,rna_model
9606.ENSP00000472985,21.1666666666667,13,0.569427572896315,0.191071428571429,42,1.99044105830882,3.14352574102964,9.72333761816139,4.97470708355992,3.35826670105752,0.03996003996004,0.0699300699300699,0.12987012987013,0.004995004995005,0.031968031968032,inpath,RPS5,protein_model
9606.ENSP00000289371,0,21,0.730441286011554,0.117857142857143,28,0,4.70765370138018,25.1385662738362,2.43482617339621,3.32771618625277,0.125874125874126,0.00799200799200799,0.030969030969031,0.00599400599400599,0.00999000999000999,ppi,EIF5B,protein_model
9606.ENSP00000287295,0,4,0.042145289087493,0.0767857142857143,35,0,0.886430198503092,2.02049576595782,2.17284383395495,3.27448825388103,0.133866133866134,0.101898101898102,0.043956043956044,0.00699300699300699,0.038961038961039,crispr,AIFM1,
9606.ENSP00000206542,0,5,0.017799051203407,0.0339285714285714,11,0,3.48557692307692,20.1394814659864,3.32302431531211,3.17097415506958,0.281718281718282,0.034965034965035,0.115884115884116,0.02997002997003,0.106893106893107,crispr,OSGEP,
9606.ENSP00000216455,13.1666666666667,7,0.027807282422054,0.121428571428571,20,0.863181233648173,1.59585492227979,0.992057866143318,3.02166755539773,3.16831683168317,0.035964035964036,0.0609390609390609,0.227772227772228,0.004995004995005,0.054945054945055,inpath,PSMA3,protein_model
9606.ENSP00000210060,50,4,0.0882206332510965,0.0303571428571429,14,7.49518768046199,1.35532994923858,14.0035160436481,1.28245989035663,3.05891980360065,0.004995004995005,0.002997002997003,0.00999000999000999,0.026973026973027,0.043956043956044,both,DHPS,
9606.ENSP00000302896,11,12,0.562418790249398,0.169642857142857,22,1.03617793484383,2.49342451341399,19.3102777771124,3.63047480462538,2.9955187866253,0.035964035964036,0.0579420579420579,0.0919080919080919,0.001998001998002,0.0529470529470529,inpath,RPS9,protein_model
9606.ENSP00000366604,155,14,0.0601947842078489,0.121428571428571,16,49.6521318550487,4.94827586206897,13.9285915556668,6.93965940828315,2.98181818181818,0.001998001998002,0.001998001998002,0.03996003996004,0.000999000999000999,0.014985014985015,both,SF1,
9606.ENSP00000374280,47,6,0.0123079756818732,0.0696428571428571,14,18.8629932985852,2.83435582822086,1.19926940005308,4.46210707838,2.96969696969697,0.000999000999000999,0.000999000999000999,0.04995004995005,0.000999000999000999,0.001998001998002,inpath,RTF1,methyl_model
9606.ENSP00000356548,0,11,0.25624320045144,0.0910714285714286,15,0,2.81490683229814,18.6409683449793,3.13988713905575,2.84923928077455,0.0959040959040959,0.003996003996004,0.0559440559440559,0.013986013986014,0.035964035964036,ppi,LTV1,
9606.ENSP00000449328,0,35,1,0.223214285714286,49,0,4.93958717905689,15.2787853479971,2.40493805842992,2.84121621621622,0.033966033966034,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.004995004995005,ppi,RPLP0,protein_model
9606.ENSP00000322439,0,17,0.559699408478227,0.123214285714286,25,0,4.36852589641434,42.2306707131931,3.75866438547619,2.83143107989464,0.033966033966034,0.001998001998002,0.000999000999000999,0.003996003996004,0.001998001998002,ppi,TUFM,protein_model
9606.ENSP00000262367,6,5,0.00849724277204077,0.0553571428571429,12,5.34905660377359,1.8815331010453,0.335346776405043,3.84289229470935,2.81127982646421,0.430569430569431,0.360639360639361,0.534465534465535,0.417582417582418,0.334665334665335,inpath,CREBBP,methyl_model
9606.ENSP00000276420,26,5,0.00142603858801689,0.0321428571428571,20,3.84692196568417,1.52747252747253,0.0653617034541329,1.53979753621924,2.80524722502523,0.020979020979021,0.047952047952048,0.194805194805195,0.105894105894106,0.017982017982018,inpath,DOK2,protein_model
9606.ENSP00000405330,10.5,8,0.112163069562206,0.125,24,1.63717754557913,1.71394658753709,3.82731964619598,2.18988659426084,2.77336747759283,0.333666333666334,0.127872127872128,0.117882117882118,0.135864135864136,0.148851148851149,inpath,ESR1,methyl_model
9606.ENSP00000272418,0,7,0.470566792583756,0.117857142857143,7,0,5.35294117647059,1115.10815883844,19.9719916497553,2.7695652173913,0.141858141858142,0.10989010989011,0.0729270729270729,0.003996003996004,0.165834165834166,crispr,MRPS5,protein_model
9606.ENSP00000307863,12.5,11,0.0213884101594184,0.1125,20,2.60654326302195,3.17696160267112,1.42495301088572,5.32363692768593,2.75477707006369,0.041958041958042,0.030969030969031,0.208791208791209,0.000999000999000999,0.02997002997003,inpath,U2AF2,protein_model
9606.ENSP00000265562,0,5,0.0042642171714871,0.0321428571428571,9,0,2.2125,1.13438588514107,2.49600070511023,2.7277397260274,0.113886113886114,0.031968031968032,0.126873126873127,0.0749250749250749,0.0559440559440559,ppi,PTPN23,
9606.ENSP00000368927,7,8,0.182387979566335,0.133928571428571,14,49,7.13978494623656,45.329603152217,18.95924625022,2.70232558139535,0.184815184815185,0.0579420579420579,0.228771228771229,0.001998001998002,0.0919080919080919,inpath,EIF1AX,protein_model
9606.ENSP00000265056,0,8,0.00489342411962764,0.0535714285714286,12,0,3.52272727272727,0.849317922818809,3.82293790404773,2.64204545454545,0.266733266733267,0.003996003996004,0.138861138861139,0.001998001998002,0.002997002997003,ppi,MCM2,
9606.ENSP00000307288,31,12,0.00998674027987298,0.0571428571428571,17,4.67967673699625,3.5,1.83015708843727,3.36750480887967,2.6230984166408,0.0869130869130869,0.000999000999000999,0.0939060939060939,0.001998001998002,0.0659340659340659,both,MCM7,
9606.ENSP00000392147,0,4,0.0340319421377437,0.075,10,0,1.47854785478548,16.9364896515274,6.72852626563455,2.62295081967213,0.143856143856144,0.0789210789210789,0.056943056943057,0.003996003996004,0.122877122877123,ppi,PPP6C,
9606.ENSP00000451828,4,5,0.0201394345110031,0.0982142857142857,8,1.715,2.6775956284153,18.4802683089689,12.784486059614,2.6046511627907,0.371628371628372,0.211788211788212,0.294705294705295,0.142857142857143,0.275724275724276,inpath,AKT1,protein_model
9606.ENSP00000362680,26,7,0.0132187095748636,0.0857142857142857,20,5.06901177522731,1.44988123515439,0.686738514231928,2.62310611658056,2.58064516129032,0.338661338661339,0.496503496503497,0.587412587412587,0.517482517482518,0.436563436563437,inpath,SRC,rna_model
9606.ENSP00000463559,0,2,0.0328928923370333,0.0589285714285714,28,0,0.297574123989218,0.0940880098820138,0.788362008317834,2.54294175715696,0.034965034965035,0.010989010989011,0.035964035964036,0.004995004995005,0.002997002997003,crispr,MYL12B,
9606.ENSP00000354558,6,5,0.00840271571787385,0.0410714285714286,12,2.18220998443673,1.52816901408451,0.537839910207887,1.38465534077933,2.50867052023121,0.118881118881119,0.108891108891109,0.326673326673327,0.238761238761239,0.106893106893107,inpath,MTOR,methyl_model
9606.ENSP00000484903,0,6,0.0592531093049485,0.0375,12,0,4.61538461538462,17.1207499955644,4.25565683181955,2.50474383301708,0.016983016983017,0.017982017982018,0.0579420579420579,0.033966033966034,0.00599400599400599,crispr,MRPL45,protein_model
9606.ENSP00000219252,0,5,0.0480037616989976,0.0517857142857143,18,0,1.56126482213439,0.68283094019778,1.48608540898648,2.50352112676056,0.15984015984016,0.00699300699300699,0.051948051948052,0.00699300699300699,0.014985014985015,crispr,POLR2C,protein_model
9606.ENSP00000301740,0,9,0.0451651590998386,0.0839285714285714,11,0,3.50151975683891,3.85302108761772,5.22572397417686,2.49645390070922,0.002997002997003,0.014985014985015,0.028971028971029,0.000999000999000999,0.021978021978022,ppi,SRRM2,
9606.ENSP00000249442,0,4,0.00346034722042678,0.0285714285714286,21,0,1.18005071851226,0.234416859501551,1.45357781921859,2.49116247450714,0.003996003996004,0.001998001998002,0.00899100899100899,0.001998001998002,0.002997002997003,crispr,MTX2,protein_model
9606.ENSP00000370214,6,2,0.000190834143944162,0.00714285714285714,10,42,2,0.30562147015564,1.08182547580477,2.48344370860927,0.0779220779220779,0.0559440559440559,0.12987012987013,0.0709290709290709,0.050949050949051,crispr,CENPO,
9606.ENSP00000437940,11,4,0.00298046077622841,0.0232142857142857,14,3.02593446836981,1.81463414634146,0.481283725270218,1.15690989744187,2.44736842105263,0.0599400599400599,0.0719280719280719,0.152847152847153,0.195804195804196,0.0659340659340659,inpath,CD19,rna_model
9606.ENSP00000369965,0,10,0.340851023980449,0.0714285714285714,15,0,3.71723590150913,156.201086831349,4.81010327155565,2.4400417101147,0.042957042957043,0.00699300699300699,0.026973026973027,0.011988011988012,0.011988011988012,ppi,BTF3,protein_model
9606.ENSP00000376808,11.5,5,0.00150555878922115,0.0285714285714286,24,0.768266901120141,1.35894495412844,0.0381455951256649,0.784066351388228,2.38390611902766,0.0799200799200799,0.056943056943057,0.280719280719281,0.051948051948052,0.00699300699300699,crispr,CUL5,protein_model
9606.ENSP00000349168,13,8,0.0269196932999098,0.0803571428571429,14,1.9550416827113,2.36694214876033,0.813573389550073,2.56949079230552,2.37086092715232,0.054945054945055,0.0669330669330669,0.166833166833167,0.0779220779220779,0.0909090909090909,inpath,HNRNPH1,protein_model
9606.ENSP00000358548,0,7,0.00282928153222194,0.0464285714285714,11,0,2.82692307692308,0.278527678375097,2.63223362327026,2.36152416356877,0.450549450549451,0.115884115884116,0.362637362637363,0.196803196803197,0.150849150849151,ppi,NRAS,
9606.ENSP00000442699,0,6,0.00505806955665353,0.0428571428571429,7,0,3.29142857142857,1.74315793432794,4.46670325789357,2.34965034965035,0.111888111888112,0.012987012987013,0.161838161838162,0.018981018981019,0.0539460539460539,ppi,HTATSF1,
9606.ENSP00000444136,0,4,0.135396506661882,0.0464285714285714,18,0,2.65625,25.6674605874198,5.58922643960754,2.34662576687117,0.0779220779220779,0.017982017982018,0.00699300699300699,0.022977022977023,0.00799200799200799,crispr,RPA2,protein_model
9606.ENSP00000361076,0,9,0.499802677574407,0.148214285714286,9,0,3.41958041958042,116.203425352302,9.4805503724662,2.3359872611465,0.003996003996004,0.0529470529470529,0.054945054945055,0.000999000999000999,0.0529470529470529,crispr,RPL7A,protein_model
9606.ENSP00000361418,0,4,0.016238599786181,0.0303571428571429,12,0,2.63829787234043,4.33952283436279,1.72935977759752,2.29984544049459,0.1998001998002,0.01998001998002,0.134865134865135,0.010989010989011,0.0789210789210789,crispr,IPO13,
9606.ENSP00000305422,0,7,0.0134947817278352,0.0553571428571429,17,0,2.26806526806527,0.777957541730119,1.82543426427067,2.28972868217054,0.184815184815185,0.010989010989011,0.0799200799200799,0.012987012987013,0.046953046953047,crispr,CEBPB,
9606.ENSP00000301788,0,5,0.00391363418795419,0.0339285714285714,8,0,2.04968944099379,2.72964348335352,2.7308279899113,2.25641025641026,0.235764235764236,0.003996003996004,0.114885114885115,0.002997002997003,0.00899100899100899,crispr,POLR2G,
9606.ENSP00000473172,6.5,7,0.00783554584654506,0.0625,12,0.99453050103436,2.13429054054054,1.4580214548814,3.63992469052004,2.20907700152983,0.0739260739260739,0.0709290709290709,0.284715284715285,0.133866133866134,0.0849150849150849,inpath,RUVBL2,protein_model
9606.ENSP00000256443,9.5,7,0.0118626217856358,0.0589285714285714,18,2.27404985451601,1.52348224513173,0.0577907582300732,0.961829720359972,2.20502901353965,0.020979020979021,0.027972027972028,0.0969030969030969,0.021978021978022,0.01998001998002,inpath,CDK7,methyl_model
9606.ENSP00000376505,0,3,0.00170982957376936,0.0107142857142857,6,0,2.52941176470588,3.53748596930088,1.75054942668461,2.16806722689076,0.105894105894106,0.0579420579420579,0.103896103896104,0.166833166833167,0.044955044955045,ppi,TANK,
9606.ENSP00000315768,0,4,0.00261975246802816,0.0392857142857143,11,0,1.06393861892583,0.333285581382842,1.63002715693932,2.16666666666667,0.018981018981019,0.001998001998002,0.0849150849150849,0.024975024975025,0.045954045954046,crispr,STAT2,protein_model
9606.ENSP00000216122,0,12,0.0208343088269375,0.0892857142857143,21,0,2.28865979381443,0.286388046868459,1.53624251372793,2.16033364226135,0.200799200799201,0.001998001998002,0.0579420579420579,0.000999000999000999,0.012987012987013,ppi,MCM5,
9606.ENSP00000284320,0,3,0.0117071226375644,0.0357142857142857,12,0,0.980645161290323,3.47030068009112,1.89134615358774,2.14588235294118,0.020979020979021,0.023976023976024,0.02997002997003,0.010989010989011,0.002997002997003,crispr,TOMM70,
9606.ENSP00000217244,0,13,0.0485763023881255,0.116071428571429,27,0,1.83480721613017,0.14433384366373,1.48067180373335,2.13580491673275,0.6003996003996,0.0719280719280719,0.238761238761239,0.033966033966034,0.0779220779220779,ppi,CSNK2A1,
9606.ENSP00000355890,0,16,0.178082749216776,0.153571428571429,25,0,3.07921318447634,9.90010056647594,3.41628853935684,2.08910433979686,0.46953046953047,0.002997002997003,0.0829170829170829,0.002997002997003,0.025974025974026,ppi,EPRS,protein_model
9606.ENSP00000296930,0,20,0.243264126029828,0.191071428571429,31,0,5.91690544412607,11.1244353961199,5.38758488787941,2.05670682730924,0.431568431568432,0.001998001998002,0.020979020979021,0.001998001998002,0.058941058941059,ppi,NPM1,protein_model
9606.ENSP00000346015,6,10,0.530932717845756,0.166071428571429,11,1.6663872590109,3.39171974522293,61.1132820753813,10.9937384830007,2.04272013949433,0.0529470529470529,0.0859140859140859,0.117882117882118,0.000999000999000999,0.125874125874126,crispr,RPL27A,protein_model
9606.ENSP00000416951,165,14,0.0374460841319056,0.116071428571429,18,28.2437303622029,3.11578947368421,1.25676872472508,2.34976995599865,2.01462062011596,0.001998001998002,0.003996003996004,0.106893106893107,0.000999000999000999,0.016983016983017,both,ZC3H18,
9606.ENSP00000252622,0,9,0.0327566002624644,0.075,30,0,1.02348837209302,0.090285936581608,0.929868071332498,1.9956468507686,0.20979020979021,0.00899100899100899,0.0599400599400599,0.000999000999000999,0.000999000999000999,crispr,LSM7,
9606.ENSP00000444029,0,8,0.0547990060627172,0.105357142857143,14,0,2.30188679245283,1.17185938024175,2.6741394908099,1.97960129809921,0.44955044955045,0.027972027972028,0.0529470529470529,0.012987012987013,0.0669330669330669,ppi,NUP153,
9606.ENSP00000298552,0,6,0.00345923476488666,0.0410714285714286,15,0,1.30211616389014,0.109376017953368,0.995834235635802,1.97703035274815,0.0689310689310689,0.015984015984016,0.110889110889111,0.026973026973027,0.00699300699300699,crispr,TSC1,
9606.ENSP00000264515,0,6,0.0569789556826992,0.0821428571428571,10,0,1.879173290938,8.61098569784454,3.37684522034393,1.95436507936508,0.221778221778222,0.044955044955045,0.0859140859140859,0.027972027972028,0.0629370629370629,ppi,RBBP5,
