nodes	snp_model	atac_model	methyl_model	rna_model	protein_model
CA11	4.04047620632357	0	0	0.322236727439092	0
ISOC2	1.35324618998258	0	0.250093552857253	0.00648463208445443	0.00825897163267688
CD22	0.142551414406331	0.230020064656152	0.0901735289067572	0.0359102725115646	0
GSC2	0.264334475053772	0	0.152553396648495	0	0
KCNQ1	1.90203198243502	0	1.05194366444543	0.169249929387885	0
TRPM5	0.741548785728705	0	0.209094412769053	0	0
TRIB2	1.63059920589699	0.390209559160021	0.687828767402939	1.5965459179727	0
OTUD5	0	0	0	0.00634199769314798	0
GPKOW	0	0	0	0.000945125572940979	0
AQR	4.03545753392086	0	0.202488949568976	0.00642481602504155	0
ST6GALNAC1	0.227965977824862	0.0285075326963154	0.343587300958347	0.47092964249156	0
LMCD1	0.425616070817892	0	0	0.000939856887172649	0
PSMC4	0.0843022552166951	0	0.185940256387612	0.116353988846784	0.00418565335237001
CAMKK1	0.559593203859604	0	0.321099790698708	0.179323514049735	0
ACAP1	0.904614624215219	0	0.118536920929247	0.200685379383591	0
DERL2	0.227454494336405	0.0434444144469827	0.0128391277580304	0.00941484555022284	0
NOX3	1.11971262989476	0	0.203008113159987	0	0
ANO8	0.0374648736247844	0	0.176454395054845	0.219865319245288	0
KDM4B	1.17426960728451	0	0.26954861108223	0.0155107111568621	0
ICAM3	1.8777179594907	0	0.0275310142120055	0.104698530561343	0
CTTNBP2	1.01769145224212	0	1.96530878736883	0.0955812219452569	0
ACTL6B	0	0	0.210510060523254	0	0
KIF22	1.35917600346882	0.126414518809757	0.126840043681987	0.0549220974077635	0
PRSS22	0.589777979033667	0	0.869529160932774	0	0
CEACAM1	0.130267085048789	0	0	0.0288058021384837	0
YTHDC2	1.1271483143788	0	0.170285724446968	0.100037291053713	0
TMEM161A	0.0817870785947001	0.00277994219152394	0.234985191187045	0.0636351090978989	0
FOXJ2	1.60349184432196	0	2.59232986939671	0.000105738914962316	0
TNFRSF1A	0.637393028190856	0.342085774796388	0.312220349990672	0.1199844502767	0
GOLGA5	4.79700334180789	0	0.342459967409559	0.0538685311403565	0
CELSR3	0.100851936811966	0	0.315316061885386	0.00214900274628999	0
PPP2R5B	0.00604807473813815	0	0.391794567180277	0.0933210903563296	0
PYGM	0.755782386303454	0	0.297831927624977	0.537219356380335	0
BCL3	0.664113390898242	0	0.449605794553984	1.54423430137775e-05	0
PIGB	0.43660599244854	0.0015457172374851	0.058766895882892	0.139254680891927	0
PDZD4	0	0	0	0.654962915365987	0
PRLH	0.659126992755455	0	0.3755498850836	0	0
FSTL3	0.433852130801876	0	0.21392790981744	0.0151813921424894	0
EPHA8	0.920818753952375	0	1.18231791585384	0	0
TRIP13	1.49153779618832	0	0.340080724337228	0.0440029517717786	0
VASH1	1.48317419505694	0	0.156605742340852	0.1396529009615	0
KRT14	0.0214670164989233	0	0.000969825768767423	0	0
KRT20	0.317348415580755	0	0.396876361039779	0	0
SPP2	1.23927274113014	0	1.43020976367327	0	0
HSD17B10	0	0	0	0.0566111438340151	0.000743576562936514
FGF4	0.198912740777386	0.134398113275049	0.15630799995167	0	0
ST6GAL1	1.00144957839504	0	0.363225837026539	0.335284099172021	0
TIMM21	0.998566790778385	0.0996905003315505	0.215837988369362	0.217843025882725	0
BPIFB2	0.127159576541432	0.172188434941374	0.0741562298808893	0	0
REXO1	0.227965977824862	0.0683223660492515	0.338859690897408	0.0674156670894531	0
MKRN2	0.0637517525248825	0	0.0376281999638607	0.0176483786393834	0
GPATCH1	0.420570541755431	0	0.47942307858885	0.0669354985276514	0
KEAP1	0.5	0.119779667030119	0.154607696402194	0.0398125810851984	0
P2RY10	0	0	0	0.107987999369405	0
TNS1	1.56688585187342	0	0.529468465530231	0.345837524449982	0
NGFR	0.716292015609668	0	0.0745850513643844	0.14678972568439	0
NTN1	1.03704024208548	0	0.437664632486303	0.0605632362802063	0
ISOC1	0.375703664301575	0	0.659922001646224	0.000150252946654927	0.0248150339759269
TRO	0	0	0	0.358697073735667	0
MNT	1.2886184483397	0	0.517176176999021	0.000108324547469436	0
LAPTM4A	1.73334640637698	0	0.108625714718155	0.00163014710736618	0
ADAM7	5.77450979992872	0	0	0	0
ASNS	0.77862622501514	0	0.307834733080314	0.198876745470249	0
PTPN18	1.65524573930662	0	0.387563398500868	0.0888365362070317	0
DRD4	7.0597718523608	0	0.369586481216767	0	0
SCT	0	0	0.350771104026841	0	0
STK10	1.29131771702909	0	0.416682232528109	0.0988366745202806	0.118211206980988
TBX21	0.956335002001666	0	0.94148866425585	1.0838417400796	0
MRPS34	0	0	0	0.0196690888683652	0
CA12	1.69897000433602	0	0.130761029087917	0.00284715993200661	0
MAP2K5	0.597710375025233	0	0.225738885712578	0.000210752589122149	0
C12orf5	0	0	0	0	0
FGF20	5.48455006504028	0	0.198986135634587	0	0
MTMR7	1.11350927482752	0	0.384762205402163	0.00380567193352361	0
CPB2	0.451762297142688	0	0	0	0
FAM107B	6.63793028969428	0	1.17048097133088	0.125542500156759	0
CDK13	1.87300138479718	0	0.170757339240176	0.0434409442987153	0
TSPAN32	0.144445818036634	0	0.148011523106179	0.000604113912057045	0
TRAM2	0.479303657420888	0	0.208220825498547	0.144599231454689	0
CLDN18	0.51628356373496	0	0.445041706458683	0	0
ROPN1	1.15495799938617	0	0.00596927345408129	0	0
NDUFB4	0.468034758911449	0	0.134771387141897	0.00123998327814818	0.401686205020943
HEATR6	0	0	0.0275908131695212	0.000476901972947222	0
ERLEC1	0.680443723009711	0	0	0.000532853005261478	0.00330297527478225
CLIC5	7.76556404527164	2.05770492301856	0.146095995328681	0.601787696691247	0
TMEM131	0.98925760514965	0	0.221517295879205	0.0149893367937648	0
TMEM38A	2.65760419798708	0	0.303450536970774	0.259590283671565	0
ACTR6	0.5	0	0.00263767651099901	0.000611235247841063	0
FAP	1.15495799938617	0	0.198042495641927	0	0
DMRT3	0.688498559618869	0	0.928750992312874	0	0
GAL3ST2	1.32606185534224	0	0.199914109071354	0.00805515514914642	0
UHRF1BP1	0.161280600630313	0	0.327282561987957	0.0394135590923394	0.20045347794858
OSTM1	1.27673611866102	0	1.00792404547873	0.0135049271289119	0
IMPG2	0.826319245120692	0	0.377229727545411	0.00408368250362693	0
SLC13A1	2.09367299387603	0	0.0996433604602754	0	0
PCDHB4	1.02796475807042	0	0	0	0
PCDHB2	0	0	0	0	0
HSPB11	0.741517866849887	0	0.397867181596923	0.00628495142807608	0
STRADB	0.821747638109421	0	0.142687032242176	0.005272003965291	0
C4orf6	0	0	0	0	0
PLOD1	1.1048012859427	0.426688939170628	0.247403283968115	0.213162145715936	0.0186206096645858
OXCT1	0.725928169459835	0	0.580586302714374	0.391454629563731	0
ZNF416	0.539278595673384	0	0.0202036283048658	0.31568346442572	0
KIAA1467	0	0	0	0	0
PILRA	0.0309803919971486	0	0.0985683227498504	0.0145221057600105	0.0305056651184137
RRN3	0.941181741504608	0.0918699125989693	0	0.0190191920074354	0
MOGAT2	1.38384180189094	0	0.0773587284828188	0	0
AQP2	2.92333505109557	0	0.107484887714453	0	0
DIMT1	1.32166897466197	0.00858020927298306	0	0.000242426227107839	0
EIF2AK1	0.329073003902417	0	0.618274557113616	0.0695973342003044	0
NME8	0.43	0.0160311770327651	0	0.0612124897184938	0
EPDR1	1.12450403418227	0	0.00509644654212217	0.355517740305618	0
MRPL28	0.329563496377727	0	0.742742125732234	0.0215743251418572	0.268111483076495
HBQ1	0.230694447464409	0	0.384819997375214	0	0
CEACAM6	3.83840048877273	0	0	0	0
RBM22	0.148455006504028	0	0.237976752940188	0.0137375036377921	0
HSD17B2	0.310119826692607	0	0.329743299587277	0	0
ZW10	0.296910013008056	0.42416882021306	0.114493384896638	0.00105324789982673	0.017169659949611
ITGB4	0.215899137966503	0	0.207612368682343	0	0
PPP1R15A	0.799867252498112	0	0.137258519025228	0.00666805754816809	0
TRIP6	0.156863623584101	0	0.072766426263003	0.000829724559882445	0
ADAM11	0.5	0	0.155967001203843	0	0
SLC22A4	1.76351152056796	0	0.193177112207364	0.00312041641655598	0
CETP	0.622180354568562	0	0.2001149078843	0.246728134915968	0
MT3	1.84996559506485	0	0.444686370216798	0	0
TFAP2C	2.51239632200172	0	0.540076073206027	0.0189152269497351	0
SULT2B1	1.01915236895481	0	0.937567305864165	0	0
EPS8L1	0.086359655186601	0	0.80812104658271	0.00287523550715797	0
REM1	0.0567993312730402	0	0.108275626073342	0	0
PDRG1	4.84043280676638	0.0607970237064584	0.0249997330832054	0.00151283855873663	0
PPP1R13B	0.177478999693085	0	1.06364263001755	0.536559356143985	0
TGM6	1.03394385912165	0	0.198998926104694	0	0
RALGAPA2	1.57497810352631	1.57985358885678	0.50243863866675	0.016116593562067	0
ESF1	0.43416775736965	0	0.152046253312078	0.012245078350365	0
SIRT4	0.0782677988726351	0	0.160566331081599	0.872433636753305	0
TRMT6	0.671025120389242	0	0.0625714326088264	0.0167339325287771	0
UQCRC1	0	0.665934514181682	0.139220742632827	0.122181323248865	0.0532730751037503
GMIP	0.883269672262596	0	0.132153726651707	8.93654279587353e-05	0.0161267886452081
LAG3	0.425690842637327	0.000440060368712767	0.128672694727305	1.19880043558879	0
MLF2	0.130786334243433	0.0621324634522732	0.375944635983473	0.0255493963301574	0
OTUB2	0.866218499539628	0	0.471871784798951	0.0143926156429802	0
TFAP4	0.43416775736965	0	0.363335607874027	0.00298814049354688	0
PDCD7	0	0	0.100114586300382	0.00953156089318786	0
SPG21	1.22130924642769	0.0102678941937737	0.283241787817448	0.0132007728911001	0.118254695644551
CHRD	0.58331534911094	0	0	0	0
THPO	0.881898326967647	0	0	0	0
GNPTG	0.913727247168203	0	0.11121420592155	0.066992331488498	0
GOLGA3	1.03386748615283	0	0.39214411787213	0.000329818732125426	0
EFNB1	0	0	0	0.0196879777896225	0
GLG1	1.37848998153711	0	0.336774771362091	0.00371251138861544	0.197334623198862
DLL3	0.574268912319687	0	0.272119384273915	0	0
NAT14	0.115402602514891	0	0.255178702119946	0.00359786775737756	0
AASDH	0.615640862897381	0	0.124147534089666	0.0212125266302806	0
DLD	2.15505602081289	0	0.183093173303765	0.0141421590436023	0.000418536401552965
ABCC6	2.76123599479678	0.618331264580684	0.293449372743178	0.289833038523658	0
CMTM6	0.815505602081289	0	0.327488672785229	0.0363105666678682	0.288600830716037
MYO15A	0.271112282106432	0	0.318147580549277	0.511270769822712	0
APOH	0.361235994796778	0.0181126768116631	0.114463005879067	0	0
SPAG7	0.257829251106665	0	0.0705051105571139	0.0250954890145708	0
CCDC80	0.671011204162578	0	0.547353644253692	0.124507238193457	0
HAUS4	0.0343721982536784	0	0	0.038490612472025	0
CEBPE	0.663030927671118	0	0.168363931426357	0.0860224628579727	0
OSGEP	0.50487247933302	0.158723244629451	0.11647170213321	0.0139609749513022	0
G2E3	1.52112748821244	0.588862437040625	0.178692998686402	0.00914583929558767	0
TGM1	0.710108201691595	0	0.336883933843692	0.0552614958822717	0
TBX15	2.51423202428171	0	0.255865181385465	0	0
TEKT2	0.265608601647687	0	0.0491926167026688	0	0
UNC13D	0.551186454354779	0	0.261617326611753	0.00559691770457002	0.0853033045086635
XYLB	0.356322967944806	0	0.186361826735554	0.0420377456307888	0
OR1I1	0.614573994178928	0	0.0182652580243828	0	0
ADH1A	0.512323178593057	0	0	0	0
KRT23	0.779456492379263	0	0	0	0
CDC6	0.0421512624271077	0	0.250575312034951	0.00678675830992887	0
AAAS	0.926085002237527	0	0.298515240270563	0.0495417501378258	0
CBX5	1.36853765876026	0.148267078608291	0.0317799825624276	0.0465944638924942	0
KLHL20	0.709259786013629	0.0487407398531194	0.122263518042215	0.00586236401315907	0
FMO2	0.644573127766663	0.132667406138374	0.554149383190262	0	0
DHPS	0.112445059909859	0.0377416330579885	0.232662097794557	0.0431577472917087	0
RAB26	0.00151829980065262	0	0.305746075414403	0.00384185235872213	0
PSMD5	0.0377717959490699	0	0	0.17869237091983	0.0269783055688397
NANS	0.117660592947293	0	0.142287277410512	0.0362870900434448	0.0126978709148123
SEMA4G	0.242543422313315	0	0.0808788891532471	0.121843292627388	0
TPSD1	3.95948473772888	0	0.00338581283132569	0.00438250972564706	0
GSTA3	2.06549567885661	0.113238392077445	0.268599032591311	0	0
MAPK13	0.671025120389242	0.102736783364092	0.243751038670999	0.0116506134592798	0.370991694723915
TMEM14A	0.288498559618868	0.00997795243385819	0.0243432471805949	0.0898198417427163	0
PRRT1	0.185936627486518	0	0.284409662740898	0	0
ZNF184	2.2333374541099	0	0.166751782620089	0.00716367314164635	0
VCL	2.40974495866604	0.86783105127323	0.215757833099027	0.0365008267788422	0.0510863026305264
SIRT1	2.51667105789912	0	0.110028482737419	0.00789850257679091	0
TGFBR3	4.62041672427271	0.127844050959905	0.512439013492215	1.25113680590546	0
TMED1	0.0391338994363176	0	0.0086349104383295	0.00534981592456751	0.00383001082233082
MZF1	0.0283886407724475	0	0	0.14554878242928	0
OCEL1	6.51498310829007	0	0.592612042323097	0.389141293305877	0
PSMD8	0.427446082123381	0	0.443273952832805	0.00838108295079261	0.0352946326999184
STX1B	0.0602059991327962	0	0.824118458889972	0.0750675649467005	0
EFNA2	0.949583126459669	0.0752523198166677	0	0	0
ATP5D	0	0	0	0.0227041355623804	0
FGF22	0.860403591850499	0.0614747582621749	0.430399485271671	0	0
SMIM24	1.43476098280047	0	0.818385500666128	0.0255008247811145	0
NDUFB7	1.27572413039921	0	0.670082334260647	0.0815915685866213	0
TECR	0.692595970759553	0.121888711329225	0.153913143390938	0.0375246323533334	0.0135526030612211
TIMM13	0.0693574972449313	0.000193859261792852	0.0537250612090329	0.112415430790988	0
CDC34	0.498311369903123	0.00627119042328633	0.269138960047559	2.27991938243875e-05	0
MISP	1.59259597075955	0.0226326124787164	0.115956144786767	0	0
GADD45B	1.8039283248622	0.36884582703396	0.393731109086853	0.29116293524759	0
MADCAM1	0.0659756779956744	0	0.0565227432700406	0.00467778124593632	0
MAPK12	0.842290154309965	1.92521805671214	0.154123780783643	0.161371941461884	0
SERPIND1	0.353070873507627	0.190847405269703	0	0.00268698703753664	0
SNAP29	0.063670401387526	0	0.32403463561466	0.0706582495963225	0
LZTR1	0.140406396487004	0	0.122302037320095	0.00055362987019117	0
THAP7	0.0205015709819316	0	0.167154908196627	0.00646198239534852	0
MMP11	1.17444649368626	0	0.169891817619952	0.164129064142617	0
MIF	0.80036292087315	0	0	0.33731688736937	0
DDTL	0	0	0.000971135086554938	0.145591741626599	0
OSM	0.230694447464409	0	0.322605034257895	0.0135810609655132	0
SF3A1	0	0	0.197759525035408	0.000813353904669939	0.0432343344451384
USP18	0.724564986301048	0	0.200106708805346	0.0416666080296045	0
SEC14L3	1.43179827593301	0.0054432801899333	0.252995622233519	0	0
SNRPD3	0.0911863911299448	0	0.0535602727270881	2.97228098305683e-05	0.0990696117482334
MAPK1	3.81453553389458	0.278378915672616	0.915837611829864	0.00410676389997841	0.0030329572923493
TCN2	0.797450982923847	0.000157082688724987	0.0600293044403102	0.128556624200217	0
CRYBB3	0.256956427831017	0	0.0725180680889837	0	0
MORC2	0.146802597715954	0	0.17143814798593	0.000282819179048188	0
SLC25A1	0.279588001734407	0	0.0447813679288443	0.0618739716585117	0.000592023637129544
PLA2G3	2.21903731284085	0	0.961987688006354	0	0
LGALS2	3.07546801907848	0	0.0882908308812227	0.62164599532745	0
PDXP	0.38344292593671	0	0	0.0119578192694809	0
ASPHD2	1.88236348300922	0	0.119925272416792	2.74339036386844e-05	0
LGALS1	0.275549173111777	0	0.53400401371706	0.200865226773301	1.29559635140948
PIK3IP1	1.25814600780483	0.000572476320610634	0.0547107014648048	0.327651153182463	0
SRRD	0.161280600630313	0	0.00742381685013814	0.000462780836069173	0
CRYBB1	0.413587491478739	0	0.073498554868743	0.142698629753536	0
ANKRD54	0	0	0.100392343468512	0.00234527128246639	0
MICALL1	0.188043008238436	0	0.399120599038504	0.268637142964212	0
CENPM	0.557116012140853	0.0142301650884648	0.341073901530376	0.584206929826981	0
DMC1	0.187408433183098	2.34493020786043	0.0621258643705996	0	0
HSCB	0	0	0.11107982083321	0.00315506927191428	0
TOMM22	0.00915377961883166	0.482619317287354	0.0473590516202508	0.00107742275442629	0.0810594495865252
RTDR1	0	0	0	0	0
XBP1	0.353993496165994	0.0551814201382902	0	0.00144450811088079	0
RTCB	0.944364851566505	0.555508422719864	0.215044314272781	0.0208497055783295	0.0305750888298667
JOSD1	0.0429340329978466	0.521995867039571	0.296960035161467	0.00389106401379152	0
GTPBP1	0.155889562211199	0	0.153478861328356	0.0926443891435233	0
DNAL4	0.531633988615898	0	0	0.00522053912878042	0
C22orf31	0.279588001734407	0	0	0	0
MIOX	1.42167280629227	0	0.0282962520639894	0	0
RHBDD3	0.204759328210214	0	0.0851639022591204	0.0386875282809482	0
APOBEC3D	0.0590223855715709	0	0.0277403458019948	0.272516076038993	0
RASL10A	0.010790539730952	0	0.195635934129617	0.108486002616477	0
HMGXB4	0.0696409934398785	0	0.152141830510744	0.0484524214568397	0
BIK	0.351015991217509	0.0801731438540605	0.31457302826431	1.52321964423977	0
HMOX1	0.329563496377727	0	0.127845800013864	0.0696296922991002	0.485296935852443
NIPSNAP1	0.119382002601611	0	0.172744690158338	0.0628636304944799	0
MCM5	0.197273195753338	0	0.160849987450083	0.185224187734429	0
ARSA	0.246722805376663	0	0.733152494506511	0.00863317495248291	0
RASD2	0.531633988615898	0.0413977304125754	0.240154938343236	0	0
TTLL12	1.6443350238481	0.00112792242513369	0.35856750310397	0.0305363883351372	0.178748112680132
CBX7	0.91899332102474	0	0.223100478633654	0.389588036325938	0
ACR	0.31835200693763	0	0	0	0
CABP7	1.24479738747749	0	0.0117973451655824	0.616186263798673	0
TAB1	0.165852590597334	0.118780248339943	0.643539000112862	0.00167047956847999	0
PNPLA5	0.817821115768922	0	0.143116279136125	0	0
PNPLA3	1.49295017319301	0	0.328213400018259	0	0
MYH9	0.6259059864969	0	0.216062815072652	0.00312001718495133	0.339120039481196
TXN2	2.83128172579476	0	0.0658228602615451	0.0867139649438284	0
EIF3D	2.44369749923271	0.0763906851703118	0.246121818888617	0.0271695314546179	0.0188896309149194
PVALB	1.11277342213897	0	0.165971065617583	0.0179162833352989	0
UPK3A	0.512323178593057	0	0.424816216488127	0	0
FAM118A	1.49181958726001	0	0.711823802896792	0.0286257974732186	0
ST13	0	0.198717918526924	0.0894131470904567	0.00496151519684886	0.633386623367777
IL2RB	1.16896742158078	0	0.939285673492287	1.05727380430913	0
RBX1	0.329563496377727	0.175438053898575	0.0748602433021678	0.00386697117858301	0.00520093775039414
L3MBTL2	0.156863623584101	0	0.231383728091355	0.00129389156393941	0
CHADL	0.860623199523586	0	0.247117584433483	0	0
PHF5A	0.33	0	0	0.0415384221061869	0
ACO2	1.24849452895224	0.62129718667583	0.189046991357491	0.00421677350411027	0.337024678699577
PMM1	0.282996448060744	0.408696522778923	0.313467343687917	0.016163648350803	0
CERK	0.671011204162578	0	0.438115677165062	0.0391755558947643	0
BRD1	0.38344292593671	0.0685750046035537	0.651710940087281	0.0975509553988118	0
ZBED4	0.443162158923808	0	0.173704473585743	0.00109713958932714	0
HDAC10	0.756645335336748	0.0491427722392109	0	0.000964518024918069	0
RIPK3	0.136779586694917	0	0.103274941433357	0.00249934242775878	0.017361261035268
PAPOLA	4.36668160092972	0.18259950991668	0.192741236110265	0.000452804445394946	0
NID2	7.23807462568171	0.000415821843408177	0.359107502045163	0.139837326242177	0
SNAPC1	0.203334211579824	0	0.0500941022850801	0.102335162269596	0
SUPT16H	0.478825752055235	0	0.0738935550138869	0.00149794232805459	0.151586392548101
FKBP3	0	0	0.0496734896090695	0.12284691586181	0
CTSG	1.36022920708077	0.0195105385270173	0.110932583398125	0	0
